Id,week,region_name,TauxGrippe,pop_0_19,pop_20_39,pop_40_59,pop_60_74,pop_75_plus,pop_total,requete_grippe,requete_grippe_aviaire_vaccin,requete_grippe_aviaire_vaccin_porcine_porc_H1N1_AH1N1_A_mexicaine_Mexique_pandemie
9208,200842,LANGUEDOC-ROUSSILLON,4,604415,619124,701788,396198,260193,2581718,2,1,1
9209,200842,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,4,4,4
9210,200842,LORRAINE,14,566132,607769,667215,310293,194952,2346361,3,2,2
9211,200842,MIDI-PYRENEES,4,649382,705631,787627,405455,290133,2838228,2,1,1
9212,200842,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,3,2,2
9213,200842,PAYS-DE-LA-LOIRE,7,898680,886732,948464,464290,312004,3510170,3,1,1
9214,200842,PICARDIE,3,502426,493940,532169,234112,143954,1906601,2,1,1
9215,200842,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,3,2,1
9216,200842,PROVENCE-ALPES-COTE-D-AZUR,28,1146652,1175723,1332169,743578,484791,4882913,2,1,1
9217,200842,ILE-DE-FRANCE,12,3029354,3499434,3132036,1265663,732773,11659260,4,2,2
9218,200842,RHONE-ALPES,47,1563820,1612445,1648989,797851,494124,6117229,3,2,2
9219,200841,ALSACE,0,451840,493377,525149,229541,137180,1837087,2,2,2
9220,200841,AQUITAINE,57,719728,768406,892952,469806,326733,3177625,2,1,1
9221,200841,AUVERGNE,4,291936,317165,381698,206710,144354,1341863,2,1,1
9222,200841,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9223,200841,BOURGOGNE,5,376468,380122,460942,246971,174085,1638588,3,1,1
9224,200841,BRETAGNE,23,767672,770506,861522,449531,300470,3149701,2,1,1
9225,200841,CENTRE,0,608808,612741,701550,360106,248383,2531588,2,1,1
9226,200841,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,2,1,1
9227,200841,CORSE,0,63031,73459,87338,49189,29949,302966,14,0,0
9228,200841,FRANCHE-COMTE,8,290393,294693,319093,159321,100431,1163931,4,3,3
9229,200841,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,2,1,1
9230,200841,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,2,1,1
9231,200841,LIMOUSIN,36,151561,166903,208821,119054,94404,740743,4,4,4
9232,200841,LORRAINE,6,566132,607769,667215,310293,194952,2346361,3,2,2
9233,200841,MIDI-PYRENEES,10,649382,705631,787627,405455,290133,2838228,2,1,1
9234,200841,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,3,2,2
9235,200841,PAYS-DE-LA-LOIRE,16,898680,886732,948464,464290,312004,3510170,3,1,1
9236,200841,PICARDIE,38,502426,493940,532169,234112,143954,1906601,2,1,1
9237,200841,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,3,2,1
9238,200841,PROVENCE-ALPES-COTE-D-AZUR,10,1146652,1175723,1332169,743578,484791,4882913,2,1,1
9239,200841,ILE-DE-FRANCE,2,3029354,3499434,3132036,1265663,732773,11659260,4,2,2
9240,200841,RHONE-ALPES,16,1563820,1612445,1648989,797851,494124,6117229,3,2,2
9241,200840,ALSACE,0,451840,493377,525149,229541,137180,1837087,2,2,2
9242,200840,AQUITAINE,31,719728,768406,892952,469806,326733,3177625,2,1,1
9243,200840,AUVERGNE,4,291936,317165,381698,206710,144354,1341863,2,1,1
9244,200840,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9245,200840,BOURGOGNE,8,376468,380122,460942,246971,174085,1638588,3,1,1
9246,200840,BRETAGNE,10,767672,770506,861522,449531,300470,3149701,2,1,1
9247,200840,CENTRE,0,608808,612741,701550,360106,248383,2531588,2,1,1
9248,200840,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,2,1,1
9249,200840,CORSE,0,63031,73459,87338,49189,29949,302966,14,0,0
9250,200840,FRANCHE-COMTE,0,290393,294693,319093,159321,100431,1163931,4,3,3
9251,200840,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,2,1,1
9252,200840,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,2,1,1
9253,200840,LIMOUSIN,36,151561,166903,208821,119054,94404,740743,4,4,4
9254,200840,LORRAINE,0,566132,607769,667215,310293,194952,2346361,3,2,2
9255,200840,MIDI-PYRENEES,3,649382,705631,787627,405455,290133,2838228,2,1,1
9256,200840,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,3,2,2
9257,200840,PAYS-DE-LA-LOIRE,0,898680,886732,948464,464290,312004,3510170,3,1,1
9258,200840,PICARDIE,0,502426,493940,532169,234112,143954,1906601,2,1,1
9259,200840,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,3,2,1
9260,200840,PROVENCE-ALPES-COTE-D-AZUR,19,1146652,1175723,1332169,743578,484791,4882913,2,1,1
9261,200840,ILE-DE-FRANCE,5,3029354,3499434,3132036,1265663,732773,11659260,4,2,2
9262,200840,RHONE-ALPES,36,1563820,1612445,1648989,797851,494124,6117229,3,2,2
9263,200839,ALSACE,0,451840,493377,525149,229541,137180,1837087,2,1,1
9264,200839,AQUITAINE,0,719728,768406,892952,469806,326733,3177625,1,1,1
9265,200839,AUVERGNE,6,291936,317165,381698,206710,144354,1341863,1,1,1
9266,200839,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9267,200839,BOURGOGNE,1,376468,380122,460942,246971,174085,1638588,1,1,1
9268,200839,BRETAGNE,3,767672,770506,861522,449531,300470,3149701,1,1,1
9269,200839,CENTRE,0,608808,612741,701550,360106,248383,2531588,1,1,1
9270,200839,CHAMPAGNE-ARDENNE,2,331023,339063,373367,178113,116438,1338004,1,1,1
9271,200839,CORSE,0,63031,73459,87338,49189,29949,302966,17,0,0
9272,200839,FRANCHE-COMTE,0,290393,294693,319093,159321,100431,1163931,3,3,3
9273,200839,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,1,1,1
9274,200839,LANGUEDOC-ROUSSILLON,6,604415,619124,701788,396198,260193,2581718,1,1,1
9275,200839,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,4,4,4
9276,200839,LORRAINE,0,566132,607769,667215,310293,194952,2346361,2,1,1
9277,200839,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,1,1
9278,200839,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9279,200839,PAYS-DE-LA-LOIRE,0,898680,886732,948464,464290,312004,3510170,1,1,1
9280,200839,PICARDIE,17,502426,493940,532169,234112,143954,1906601,1,1,1
9281,200839,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9282,200839,PROVENCE-ALPES-COTE-D-AZUR,13,1146652,1175723,1332169,743578,484791,4882913,1,1,1
9283,200839,ILE-DE-FRANCE,0,3029354,3499434,3132036,1265663,732773,11659260,2,1,1
9284,200839,RHONE-ALPES,16,1563820,1612445,1648989,797851,494124,6117229,1,1,1
9285,200838,ALSACE,0,451840,493377,525149,229541,137180,1837087,2,1,1
9286,200838,AQUITAINE,0,719728,768406,892952,469806,326733,3177625,1,1,1
9287,200838,AUVERGNE,15,291936,317165,381698,206710,144354,1341863,1,1,1
9288,200838,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9289,200838,BOURGOGNE,6,376468,380122,460942,246971,174085,1638588,1,1,1
9290,200838,BRETAGNE,6,767672,770506,861522,449531,300470,3149701,1,1,1
9291,200838,CENTRE,0,608808,612741,701550,360106,248383,2531588,1,1,1
9292,200838,CHAMPAGNE-ARDENNE,12,331023,339063,373367,178113,116438,1338004,1,1,1
9293,200838,CORSE,0,63031,73459,87338,49189,29949,302966,17,0,0
9294,200838,FRANCHE-COMTE,0,290393,294693,319093,159321,100431,1163931,3,3,3
9295,200838,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,1,1,1
9296,200838,LANGUEDOC-ROUSSILLON,23,604415,619124,701788,396198,260193,2581718,1,1,1
9297,200838,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,4,4,4
9298,200838,LORRAINE,8,566132,607769,667215,310293,194952,2346361,2,1,1
9299,200838,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,1,1
9300,200838,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9301,200838,PAYS-DE-LA-LOIRE,0,898680,886732,948464,464290,312004,3510170,1,1,1
9302,200838,PICARDIE,0,502426,493940,532169,234112,143954,1906601,1,1,1
9303,200838,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9304,200838,PROVENCE-ALPES-COTE-D-AZUR,0,1146652,1175723,1332169,743578,484791,4882913,1,1,1
9305,200838,ILE-DE-FRANCE,2,3029354,3499434,3132036,1265663,732773,11659260,2,1,1
9306,200838,RHONE-ALPES,47,1563820,1612445,1648989,797851,494124,6117229,1,1,1
9307,200837,ALSACE,0,451840,493377,525149,229541,137180,1837087,2,1,1
9308,200837,AQUITAINE,0,719728,768406,892952,469806,326733,3177625,1,1,1
9309,200837,AUVERGNE,11,291936,317165,381698,206710,144354,1341863,1,1,1
9310,200837,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9311,200837,BOURGOGNE,1,376468,380122,460942,246971,174085,1638588,1,1,1
9312,200837,BRETAGNE,6,767672,770506,861522,449531,300470,3149701,1,1,1
9313,200837,CENTRE,0,608808,612741,701550,360106,248383,2531588,1,1,1
9314,200837,CHAMPAGNE-ARDENNE,9,331023,339063,373367,178113,116438,1338004,1,1,1
9315,200837,CORSE,0,63031,73459,87338,49189,29949,302966,17,0,0
9316,200837,FRANCHE-COMTE,0,290393,294693,319093,159321,100431,1163931,3,3,3
9317,200837,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,1,1,1
9318,200837,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,1,1,1
9319,200837,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,4,4,4
9320,200837,LORRAINE,11,566132,607769,667215,310293,194952,2346361,2,1,1
9321,200837,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,1,1
9322,200837,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9323,200837,PAYS-DE-LA-LOIRE,0,898680,886732,948464,464290,312004,3510170,1,1,1
9324,200837,PICARDIE,0,502426,493940,532169,234112,143954,1906601,1,1,1
9325,200837,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9326,200837,PROVENCE-ALPES-COTE-D-AZUR,1,1146652,1175723,1332169,743578,484791,4882913,1,1,1
9327,200837,ILE-DE-FRANCE,1,3029354,3499434,3132036,1265663,732773,11659260,2,1,1
9328,200837,RHONE-ALPES,17,1563820,1612445,1648989,797851,494124,6117229,1,1,1
9329,200836,ALSACE,0,451840,493377,525149,229541,137180,1837087,2,1,1
9330,200836,AQUITAINE,0,719728,768406,892952,469806,326733,3177625,1,1,1
9331,200836,AUVERGNE,16,291936,317165,381698,206710,144354,1341863,1,1,1
9332,200836,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9333,200836,BOURGOGNE,0,376468,380122,460942,246971,174085,1638588,1,1,1
9334,200836,BRETAGNE,4,767672,770506,861522,449531,300470,3149701,1,1,1
9335,200836,CENTRE,0,608808,612741,701550,360106,248383,2531588,1,1,1
9336,200836,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,1,1,1
9337,200836,CORSE,0,63031,73459,87338,49189,29949,302966,17,0,0
9338,200836,FRANCHE-COMTE,0,290393,294693,319093,159321,100431,1163931,3,3,3
9339,200836,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,1,1,1
9340,200836,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,1,1,1
9341,200836,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,4,4,4
9342,200836,LORRAINE,0,566132,607769,667215,310293,194952,2346361,2,1,1
9343,200836,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,1,1
9344,200836,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9345,200836,PAYS-DE-LA-LOIRE,0,898680,886732,948464,464290,312004,3510170,1,1,1
9346,200836,PICARDIE,0,502426,493940,532169,234112,143954,1906601,1,1,1
9347,200836,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9348,200836,PROVENCE-ALPES-COTE-D-AZUR,2,1146652,1175723,1332169,743578,484791,4882913,1,1,1
9349,200836,ILE-DE-FRANCE,7,3029354,3499434,3132036,1265663,732773,11659260,2,1,1
9350,200836,RHONE-ALPES,21,1563820,1612445,1648989,797851,494124,6117229,1,1,1
9351,200835,ALSACE,0,451840,493377,525149,229541,137180,1837087,2,1,1
9352,200835,AQUITAINE,0,719728,768406,892952,469806,326733,3177625,1,1,1
9353,200835,AUVERGNE,10,291936,317165,381698,206710,144354,1341863,1,1,1
9354,200835,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9355,200835,BOURGOGNE,0,376468,380122,460942,246971,174085,1638588,1,1,1
9356,200835,BRETAGNE,0,767672,770506,861522,449531,300470,3149701,1,1,1
9357,200835,CENTRE,0,608808,612741,701550,360106,248383,2531588,1,1,1
9358,200835,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,1,1,1
9359,200835,CORSE,0,63031,73459,87338,49189,29949,302966,17,0,0
9360,200835,FRANCHE-COMTE,0,290393,294693,319093,159321,100431,1163931,3,3,3
9361,200835,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,1,1,1
9362,200835,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,1,1,1
9363,200835,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,4,4,4
9364,200835,LORRAINE,0,566132,607769,667215,310293,194952,2346361,2,1,1
9365,200835,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,1,1
9366,200835,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9367,200835,PAYS-DE-LA-LOIRE,11,898680,886732,948464,464290,312004,3510170,1,1,1
9368,200835,PICARDIE,0,502426,493940,532169,234112,143954,1906601,1,1,1
9369,200835,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9370,200835,PROVENCE-ALPES-COTE-D-AZUR,2,1146652,1175723,1332169,743578,484791,4882913,1,1,1
9371,200835,ILE-DE-FRANCE,5,3029354,3499434,3132036,1265663,732773,11659260,2,1,1
9372,200835,RHONE-ALPES,0,1563820,1612445,1648989,797851,494124,6117229,1,1,1
9373,200834,ALSACE,0,451840,493377,525149,229541,137180,1837087,0,0,0
9374,200834,AQUITAINE,0,719728,768406,892952,469806,326733,3177625,1,0,0
9375,200834,AUVERGNE,2,291936,317165,381698,206710,144354,1341863,0,0,0
9376,200834,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9377,200834,BOURGOGNE,0,376468,380122,460942,246971,174085,1638588,0,0,0
9378,200834,BRETAGNE,0,767672,770506,861522,449531,300470,3149701,1,0,0
9379,200834,CENTRE,0,608808,612741,701550,360106,248383,2531588,0,0,0
9380,200834,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,1,1,1
9381,200834,CORSE,0,63031,73459,87338,49189,29949,302966,17,0,0
9382,200834,FRANCHE-COMTE,0,290393,294693,319093,159321,100431,1163931,3,3,3
9383,200834,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,0,0,0
9384,200834,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,1,0,0
9385,200834,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,4,4,4
9386,200834,LORRAINE,0,566132,607769,667215,310293,194952,2346361,0,1,1
9387,200834,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,0,0
9388,200834,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9389,200834,PAYS-DE-LA-LOIRE,28,898680,886732,948464,464290,312004,3510170,1,0,0
9390,200834,PICARDIE,0,502426,493940,532169,234112,143954,1906601,1,1,1
9391,200834,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9392,200834,PROVENCE-ALPES-COTE-D-AZUR,0,1146652,1175723,1332169,743578,484791,4882913,1,0,0
9393,200834,ILE-DE-FRANCE,0,3029354,3499434,3132036,1265663,732773,11659260,1,1,1
9394,200834,RHONE-ALPES,0,1563820,1612445,1648989,797851,494124,6117229,1,1,0
9395,200833,ALSACE,0,451840,493377,525149,229541,137180,1837087,0,0,0
9396,200833,AQUITAINE,0,719728,768406,892952,469806,326733,3177625,1,0,0
9397,200833,AUVERGNE,0,291936,317165,381698,206710,144354,1341863,0,0,0
9398,200833,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9399,200833,BOURGOGNE,0,376468,380122,460942,246971,174085,1638588,0,0,0
9400,200833,BRETAGNE,0,767672,770506,861522,449531,300470,3149701,1,0,0
9401,200833,CENTRE,0,608808,612741,701550,360106,248383,2531588,0,0,0
9402,200833,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,1,1,1
9403,200833,CORSE,0,63031,73459,87338,49189,29949,302966,17,0,0
9404,200833,FRANCHE-COMTE,0,290393,294693,319093,159321,100431,1163931,3,3,3
9405,200833,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,0,0,0
9406,200833,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,1,0,0
9407,200833,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,4,4,4
9408,200833,LORRAINE,0,566132,607769,667215,310293,194952,2346361,0,1,1
9409,200833,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,0,0
9410,200833,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9411,200833,PAYS-DE-LA-LOIRE,81,898680,886732,948464,464290,312004,3510170,1,0,0
9412,200833,PICARDIE,0,502426,493940,532169,234112,143954,1906601,1,1,1
9413,200833,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9414,200833,PROVENCE-ALPES-COTE-D-AZUR,0,1146652,1175723,1332169,743578,484791,4882913,1,0,0
9415,200833,ILE-DE-FRANCE,0,3029354,3499434,3132036,1265663,732773,11659260,1,1,1
9416,200833,RHONE-ALPES,0,1563820,1612445,1648989,797851,494124,6117229,1,1,0
9417,200832,ALSACE,0,451840,493377,525149,229541,137180,1837087,0,0,0
9418,200832,AQUITAINE,0,719728,768406,892952,469806,326733,3177625,1,0,0
9419,200832,AUVERGNE,0,291936,317165,381698,206710,144354,1341863,0,0,0
9420,200832,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9421,200832,BOURGOGNE,0,376468,380122,460942,246971,174085,1638588,0,0,0
9422,200832,BRETAGNE,4,767672,770506,861522,449531,300470,3149701,1,0,0
9423,200832,CENTRE,0,608808,612741,701550,360106,248383,2531588,0,0,0
9424,200832,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,1,1,1
9425,200832,CORSE,0,63031,73459,87338,49189,29949,302966,17,0,0
9426,200832,FRANCHE-COMTE,0,290393,294693,319093,159321,100431,1163931,3,3,3
9427,200832,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,0,0,0
9428,200832,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,1,0,0
9429,200832,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,4,4,4
9430,200832,LORRAINE,0,566132,607769,667215,310293,194952,2346361,0,1,1
9431,200832,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,0,0
9432,200832,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9433,200832,PAYS-DE-LA-LOIRE,46,898680,886732,948464,464290,312004,3510170,1,0,0
9434,200832,PICARDIE,0,502426,493940,532169,234112,143954,1906601,1,1,1
9435,200832,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9436,200832,PROVENCE-ALPES-COTE-D-AZUR,0,1146652,1175723,1332169,743578,484791,4882913,1,0,0
9437,200832,ILE-DE-FRANCE,0,3029354,3499434,3132036,1265663,732773,11659260,1,1,1
9438,200832,RHONE-ALPES,1,1563820,1612445,1648989,797851,494124,6117229,1,1,0
9439,200831,ALSACE,0,451840,493377,525149,229541,137180,1837087,0,0,0
9440,200831,AQUITAINE,0,719728,768406,892952,469806,326733,3177625,1,0,0
9441,200831,AUVERGNE,0,291936,317165,381698,206710,144354,1341863,0,0,0
9442,200831,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9443,200831,BOURGOGNE,0,376468,380122,460942,246971,174085,1638588,0,0,0
9444,200831,BRETAGNE,10,767672,770506,861522,449531,300470,3149701,1,0,0
9445,200831,CENTRE,0,608808,612741,701550,360106,248383,2531588,0,0,0
9446,200831,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,1,1,1
9447,200831,CORSE,0,63031,73459,87338,49189,29949,302966,17,0,0
9448,200831,FRANCHE-COMTE,8,290393,294693,319093,159321,100431,1163931,3,3,3
9449,200831,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,0,0,0
9450,200831,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,1,0,0
9451,200831,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,4,4,4
9452,200831,LORRAINE,0,566132,607769,667215,310293,194952,2346361,0,1,1
9453,200831,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,0,0
9454,200831,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9455,200831,PAYS-DE-LA-LOIRE,32,898680,886732,948464,464290,312004,3510170,1,0,0
9456,200831,PICARDIE,9,502426,493940,532169,234112,143954,1906601,1,1,1
9457,200831,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9458,200831,PROVENCE-ALPES-COTE-D-AZUR,0,1146652,1175723,1332169,743578,484791,4882913,1,0,0
9459,200831,ILE-DE-FRANCE,0,3029354,3499434,3132036,1265663,732773,11659260,1,1,1
9460,200831,RHONE-ALPES,6,1563820,1612445,1648989,797851,494124,6117229,1,1,0
9461,200830,ALSACE,0,451840,493377,525149,229541,137180,1837087,0,0,0
9462,200830,AQUITAINE,19,719728,768406,892952,469806,326733,3177625,1,0,1
9463,200830,AUVERGNE,0,291936,317165,381698,206710,144354,1341863,1,1,1
9464,200830,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9465,200830,BOURGOGNE,0,376468,380122,460942,246971,174085,1638588,1,0,0
9466,200830,BRETAGNE,4,767672,770506,861522,449531,300470,3149701,0,0,0
9467,200830,CENTRE,0,608808,612741,701550,360106,248383,2531588,0,1,1
9468,200830,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,1,1,1
9469,200830,CORSE,0,63031,73459,87338,49189,29949,302966,22,0,0
9470,200830,FRANCHE-COMTE,13,290393,294693,319093,159321,100431,1163931,5,3,3
9471,200830,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,1,1,1
9472,200830,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,0,0,0
9473,200830,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,5,5,5
9474,200830,LORRAINE,0,566132,607769,667215,310293,194952,2346361,0,0,0
9475,200830,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,0,0
9476,200830,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9477,200830,PAYS-DE-LA-LOIRE,21,898680,886732,948464,464290,312004,3510170,1,0,0
9478,200830,PICARDIE,15,502426,493940,532169,234112,143954,1906601,1,1,1
9479,200830,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9480,200830,PROVENCE-ALPES-COTE-D-AZUR,0,1146652,1175723,1332169,743578,484791,4882913,0,0,0
9481,200830,ILE-DE-FRANCE,0,3029354,3499434,3132036,1265663,732773,11659260,1,1,1
9482,200830,RHONE-ALPES,11,1563820,1612445,1648989,797851,494124,6117229,1,0,0
9483,200829,ALSACE,0,451840,493377,525149,229541,137180,1837087,0,0,0
9484,200829,AQUITAINE,0,719728,768406,892952,469806,326733,3177625,1,0,1
9485,200829,AUVERGNE,0,291936,317165,381698,206710,144354,1341863,1,1,1
9486,200829,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9487,200829,BOURGOGNE,0,376468,380122,460942,246971,174085,1638588,1,0,0
9488,200829,BRETAGNE,0,767672,770506,861522,449531,300470,3149701,0,0,0
9489,200829,CENTRE,0,608808,612741,701550,360106,248383,2531588,0,1,1
9490,200829,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,1,1,1
9491,200829,CORSE,0,63031,73459,87338,49189,29949,302966,22,0,0
9492,200829,FRANCHE-COMTE,8,290393,294693,319093,159321,100431,1163931,5,3,3
9493,200829,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,1,1,1
9494,200829,LANGUEDOC-ROUSSILLON,0,604415,619124,701788,396198,260193,2581718,0,0,0
9495,200829,LIMOUSIN,0,151561,166903,208821,119054,94404,740743,5,5,5
9496,200829,LORRAINE,0,566132,607769,667215,310293,194952,2346361,0,0,0
9497,200829,MIDI-PYRENEES,0,649382,705631,787627,405455,290133,2838228,1,0,0
9498,200829,NORD-PAS-DE-CALAIS,0,1094759,1092393,1076048,467201,294089,4024490,1,0,0
9499,200829,PAYS-DE-LA-LOIRE,9,898680,886732,948464,464290,312004,3510170,1,0,0
9500,200829,PICARDIE,0,502426,493940,532169,234112,143954,1906601,1,1,1
9501,200829,POITOU-CHARENTES,0,395259,406213,489073,270359,191804,1752708,1,1,1
9502,200829,PROVENCE-ALPES-COTE-D-AZUR,0,1146652,1175723,1332169,743578,484791,4882913,0,0,0
9503,200829,ILE-DE-FRANCE,1,3029354,3499434,3132036,1265663,732773,11659260,1,1,1
9504,200829,RHONE-ALPES,14,1563820,1612445,1648989,797851,494124,6117229,1,0,0
9505,200828,ALSACE,0,451840,493377,525149,229541,137180,1837087,0,0,0
9506,200828,AQUITAINE,25,719728,768406,892952,469806,326733,3177625,1,0,1
9507,200828,AUVERGNE,0,291936,317165,381698,206710,144354,1341863,1,1,1
9508,200828,BASSE-NORMANDIE,0,360630,346985,406914,209053,143843,1467425,1,1,1
9509,200828,BOURGOGNE,0,376468,380122,460942,246971,174085,1638588,1,0,0
9510,200828,BRETAGNE,0,767672,770506,861522,449531,300470,3149701,0,0,0
9511,200828,CENTRE,0,608808,612741,701550,360106,248383,2531588,0,1,1
9512,200828,CHAMPAGNE-ARDENNE,0,331023,339063,373367,178113,116438,1338004,1,1,1
9513,200828,CORSE,0,63031,73459,87338,49189,29949,302966,22,0,0
9514,200828,FRANCHE-COMTE,0,290393,294693,319093,159321,100431,1163931,5,3,3
9515,200828,HAUTE-NORMANDIE,0,473606,468580,504451,232637,146393,1825667,1,1,1
