Id,week,region_name,TauxGrippe,pop_0_19,pop_20_39,pop_40_59,pop_60_74,pop_75_plus,pop_total,requete_grippe,requete_grippe_aviaire_vaccin,requete_grippe_aviaire_vaccin_porcine_porc_H1N1_AH1N1_A_mexicaine_Mexique_pandemie,week_date,year,month,month_date
10366,200741,BASSE-NORMANDIE,0,360006,351004,407054,203558,139807,1461429,5,2,2,2007-10-08,2007,Octobre,2007-10-01
10367,200741,BOURGOGNE,1,377107,383123,462949,240525,170187,1633891,6,4,4,2007-10-08,2007,Octobre,2007-10-01
10368,200741,BRETAGNE,21,762853,771058,856770,436130,293477,3120288,4,2,2,2007-10-08,2007,Octobre,2007-10-01
10369,200741,CENTRE,6,611847,618194,703135,351462,242281,2526919,4,2,2,2007-10-08,2007,Octobre,2007-10-01
10370,200741,CHAMPAGNE-ARDENNE,52,333048,342666,376054,173476,114243,1339487,4,3,3,2007-10-08,2007,Octobre,2007-10-01
10371,200741,CORSE,12,63309,73146,85869,47670,29215,299209,0,0,0,2007-10-08,2007,Octobre,2007-10-01
10372,200741,FRANCHE-COMTE,0,289886,296446,319930,154721,97688,1158671,8,8,8,2007-10-08,2007,Octobre,2007-10-01
10373,200741,HAUTE-NORMANDIE,0,474721,469579,504445,225334,142637,1816716,3,2,2,2007-10-08,2007,Octobre,2007-10-01
10374,200741,LANGUEDOC-ROUSSILLON,0,602926,619677,700276,384560,253431,2560870,5,3,2,2007-10-08,2007,Octobre,2007-10-01
10375,200741,LIMOUSIN,46,150192,168079,209677,116521,92532,737001,5,5,5,2007-10-08,2007,Octobre,2007-10-01
10376,200741,LORRAINE,49,568593,611298,666069,304235,189686,2339881,3,1,1,2007-10-08,2007,Octobre,2007-10-01
10377,200741,MIDI-PYRENEES,0,642859,704854,784893,395417,282224,2810247,4,2,1,2007-10-08,2007,Octobre,2007-10-01
10378,200741,NORD-PAS-DE-CALAIS,0,1100332,1094399,1080086,456086,290773,4021676,6,3,3,2007-10-08,2007,Octobre,2007-10-01
10379,200741,PAYS-DE-LA-LOIRE,0,893614,889396,947154,450088,302342,3482594,6,3,3,2007-10-08,2007,Octobre,2007-10-01
10380,200741,PICARDIE,0,503541,493983,533696,227199,141935,1900354,7,5,4,2007-10-08,2007,Octobre,2007-10-01
10381,200741,POITOU-CHARENTES,0,394105,408107,488978,262395,186195,1739780,4,1,2,2007-10-08,2007,Octobre,2007-10-01
10382,200741,PROVENCE-ALPES-COTE-D-AZUR,0,1149206,1183525,1332266,725547,473471,4864015,4,2,2,2007-10-08,2007,Octobre,2007-10-01
10383,200741,ILE-DE-FRANCE,24,3021977,3503295,3138930,1224134,710530,11598866,5,3,2,2007-10-08,2007,Octobre,2007-10-01
10384,200741,RHONE-ALPES,125,1554389,1613469,1644738,773246,480117,6065959,4,2,2,2007-10-08,2007,Octobre,2007-10-01
10385,200740,ALSACE,14,453135,496881,520501,224387,132344,1827248,4,3,3,2007-10-01,2007,Octobre,2007-10-01
10386,200740,AQUITAINE,39,714846,769994,891764,455224,319062,3150890,3,2,2,2007-10-01,2007,Octobre,2007-10-01
10387,200740,AUVERGNE,32,292602,319264,383312,201934,142135,1339247,4,2,2,2007-10-01,2007,Octobre,2007-10-01
10388,200740,BASSE-NORMANDIE,0,360006,351004,407054,203558,139807,1461429,5,2,2,2007-10-01,2007,Octobre,2007-10-01
10389,200740,BOURGOGNE,8,377107,383123,462949,240525,170187,1633891,6,4,4,2007-10-01,2007,Octobre,2007-10-01
10390,200740,BRETAGNE,0,762853,771058,856770,436130,293477,3120288,4,2,2,2007-10-01,2007,Octobre,2007-10-01
10391,200740,CENTRE,0,611847,618194,703135,351462,242281,2526919,4,2,2,2007-10-01,2007,Octobre,2007-10-01
10392,200740,CHAMPAGNE-ARDENNE,39,333048,342666,376054,173476,114243,1339487,4,3,3,2007-10-01,2007,Octobre,2007-10-01
10393,200740,CORSE,7,63309,73146,85869,47670,29215,299209,0,0,0,2007-10-01,2007,Octobre,2007-10-01
10394,200740,FRANCHE-COMTE,0,289886,296446,319930,154721,97688,1158671,8,8,8,2007-10-01,2007,Octobre,2007-10-01
10395,200740,HAUTE-NORMANDIE,0,474721,469579,504445,225334,142637,1816716,3,2,2,2007-10-01,2007,Octobre,2007-10-01
10396,200740,LANGUEDOC-ROUSSILLON,8,602926,619677,700276,384560,253431,2560870,5,3,2,2007-10-01,2007,Octobre,2007-10-01
10397,200740,LIMOUSIN,161,150192,168079,209677,116521,92532,737001,5,5,5,2007-10-01,2007,Octobre,2007-10-01
10398,200740,LORRAINE,11,568593,611298,666069,304235,189686,2339881,3,1,1,2007-10-01,2007,Octobre,2007-10-01
10399,200740,MIDI-PYRENEES,31,642859,704854,784893,395417,282224,2810247,4,2,1,2007-10-01,2007,Octobre,2007-10-01
10400,200740,NORD-PAS-DE-CALAIS,0,1100332,1094399,1080086,456086,290773,4021676,6,3,3,2007-10-01,2007,Octobre,2007-10-01
10401,200740,PAYS-DE-LA-LOIRE,0,893614,889396,947154,450088,302342,3482594,6,3,3,2007-10-01,2007,Octobre,2007-10-01
10402,200740,PICARDIE,0,503541,493983,533696,227199,141935,1900354,7,5,4,2007-10-01,2007,Octobre,2007-10-01
10403,200740,POITOU-CHARENTES,0,394105,408107,488978,262395,186195,1739780,4,1,2,2007-10-01,2007,Octobre,2007-10-01
10404,200740,PROVENCE-ALPES-COTE-D-AZUR,10,1149206,1183525,1332266,725547,473471,4864015,4,2,2,2007-10-01,2007,Octobre,2007-10-01
10405,200740,ILE-DE-FRANCE,20,3021977,3503295,3138930,1224134,710530,11598866,5,3,2,2007-10-01,2007,Octobre,2007-10-01
10406,200740,RHONE-ALPES,30,1554389,1613469,1644738,773246,480117,6065959,4,2,2,2007-10-01,2007,Octobre,2007-10-01
10407,200739,ALSACE,30,453135,496881,520501,224387,132344,1827248,2,1,1,2007-09-24,2007,Septembre,2007-09-01
10408,200739,AQUITAINE,0,714846,769994,891764,455224,319062,3150890,1,1,1,2007-09-24,2007,Septembre,2007-09-01
10409,200739,AUVERGNE,41,292602,319264,383312,201934,142135,1339247,2,3,3,2007-09-24,2007,Septembre,2007-09-01
10410,200739,BASSE-NORMANDIE,18,360006,351004,407054,203558,139807,1461429,2,1,1,2007-09-24,2007,Septembre,2007-09-01
10411,200739,BOURGOGNE,0,377107,383123,462949,240525,170187,1633891,2,1,1,2007-09-24,2007,Septembre,2007-09-01
10412,200739,BRETAGNE,0,762853,771058,856770,436130,293477,3120288,3,1,1,2007-09-24,2007,Septembre,2007-09-01
10413,200739,CENTRE,0,611847,618194,703135,351462,242281,2526919,3,2,2,2007-09-24,2007,Septembre,2007-09-01
10414,200739,CHAMPAGNE-ARDENNE,58,333048,342666,376054,173476,114243,1339487,3,1,1,2007-09-24,2007,Septembre,2007-09-01
10415,200739,CORSE,3,63309,73146,85869,47670,29215,299209,0,0,0,2007-09-24,2007,Septembre,2007-09-01
10416,200739,FRANCHE-COMTE,0,289886,296446,319930,154721,97688,1158671,8,8,8,2007-09-24,2007,Septembre,2007-09-01
10417,200739,HAUTE-NORMANDIE,0,474721,469579,504445,225334,142637,1816716,2,1,1,2007-09-24,2007,Septembre,2007-09-01
10418,200739,LANGUEDOC-ROUSSILLON,24,602926,619677,700276,384560,253431,2560870,3,2,2,2007-09-24,2007,Septembre,2007-09-01
10419,200739,LIMOUSIN,0,150192,168079,209677,116521,92532,737001,13,7,7,2007-09-24,2007,Septembre,2007-09-01
10420,200739,LORRAINE,3,568593,611298,666069,304235,189686,2339881,2,1,1,2007-09-24,2007,Septembre,2007-09-01
10421,200739,MIDI-PYRENEES,27,642859,704854,784893,395417,282224,2810247,2,1,1,2007-09-24,2007,Septembre,2007-09-01
10422,200739,NORD-PAS-DE-CALAIS,68,1100332,1094399,1080086,456086,290773,4021676,3,1,1,2007-09-24,2007,Septembre,2007-09-01
10423,200739,PAYS-DE-LA-LOIRE,0,893614,889396,947154,450088,302342,3482594,2,2,2,2007-09-24,2007,Septembre,2007-09-01
10424,200739,PICARDIE,0,503541,493983,533696,227199,141935,1900354,3,2,2,2007-09-24,2007,Septembre,2007-09-01
10425,200739,POITOU-CHARENTES,0,394105,408107,488978,262395,186195,1739780,2,2,2,2007-09-24,2007,Septembre,2007-09-01
10426,200739,PROVENCE-ALPES-COTE-D-AZUR,15,1149206,1183525,1332266,725547,473471,4864015,3,1,1,2007-09-24,2007,Septembre,2007-09-01
10427,200739,ILE-DE-FRANCE,13,3021977,3503295,3138930,1224134,710530,11598866,3,1,1,2007-09-24,2007,Septembre,2007-09-01
10428,200739,RHONE-ALPES,62,1554389,1613469,1644738,773246,480117,6065959,2,1,1,2007-09-24,2007,Septembre,2007-09-01
10429,200738,ALSACE,21,453135,496881,520501,224387,132344,1827248,2,1,1,2007-09-17,2007,Septembre,2007-09-01
10430,200738,AQUITAINE,0,714846,769994,891764,455224,319062,3150890,1,1,1,2007-09-17,2007,Septembre,2007-09-01
10431,200738,AUVERGNE,23,292602,319264,383312,201934,142135,1339247,2,3,3,2007-09-17,2007,Septembre,2007-09-01
10432,200738,BASSE-NORMANDIE,18,360006,351004,407054,203558,139807,1461429,2,1,1,2007-09-17,2007,Septembre,2007-09-01
10433,200738,BOURGOGNE,0,377107,383123,462949,240525,170187,1633891,2,1,1,2007-09-17,2007,Septembre,2007-09-01
10434,200738,BRETAGNE,0,762853,771058,856770,436130,293477,3120288,3,1,1,2007-09-17,2007,Septembre,2007-09-01
10435,200738,CENTRE,0,611847,618194,703135,351462,242281,2526919,3,2,2,2007-09-17,2007,Septembre,2007-09-01
10436,200738,CHAMPAGNE-ARDENNE,15,333048,342666,376054,173476,114243,1339487,3,1,1,2007-09-17,2007,Septembre,2007-09-01
10437,200738,CORSE,8,63309,73146,85869,47670,29215,299209,0,0,0,2007-09-17,2007,Septembre,2007-09-01
10438,200738,FRANCHE-COMTE,0,289886,296446,319930,154721,97688,1158671,8,8,8,2007-09-17,2007,Septembre,2007-09-01
10439,200738,HAUTE-NORMANDIE,0,474721,469579,504445,225334,142637,1816716,2,1,1,2007-09-17,2007,Septembre,2007-09-01
10440,200738,LANGUEDOC-ROUSSILLON,0,602926,619677,700276,384560,253431,2560870,3,2,2,2007-09-17,2007,Septembre,2007-09-01
10441,200738,LIMOUSIN,0,150192,168079,209677,116521,92532,737001,13,7,7,2007-09-17,2007,Septembre,2007-09-01
10442,200738,LORRAINE,0,568593,611298,666069,304235,189686,2339881,2,1,1,2007-09-17,2007,Septembre,2007-09-01
10443,200738,MIDI-PYRENEES,0,642859,704854,784893,395417,282224,2810247,2,1,1,2007-09-17,2007,Septembre,2007-09-01
10444,200738,NORD-PAS-DE-CALAIS,16,1100332,1094399,1080086,456086,290773,4021676,3,1,1,2007-09-17,2007,Septembre,2007-09-01
10445,200738,PAYS-DE-LA-LOIRE,0,893614,889396,947154,450088,302342,3482594,2,2,2,2007-09-17,2007,Septembre,2007-09-01
10446,200738,PICARDIE,0,503541,493983,533696,227199,141935,1900354,3,2,2,2007-09-17,2007,Septembre,2007-09-01
10447,200738,POITOU-CHARENTES,0,394105,408107,488978,262395,186195,1739780,2,2,2,2007-09-17,2007,Septembre,2007-09-01
10448,200738,PROVENCE-ALPES-COTE-D-AZUR,3,1149206,1183525,1332266,725547,473471,4864015,3,1,1,2007-09-17,2007,Septembre,2007-09-01
10449,200738,ILE-DE-FRANCE,4,3021977,3503295,3138930,1224134,710530,11598866,3,1,1,2007-09-17,2007,Septembre,2007-09-01
10450,200738,RHONE-ALPES,17,1554389,1613469,1644738,773246,480117,6065959,2,1,1,2007-09-17,2007,Septembre,2007-09-01
10451,200737,ALSACE,0,453135,496881,520501,224387,132344,1827248,2,1,1,2007-09-10,2007,Septembre,2007-09-01
10452,200737,AQUITAINE,0,714846,769994,891764,455224,319062,3150890,1,1,1,2007-09-10,2007,Septembre,2007-09-01
10453,200737,AUVERGNE,0,292602,319264,383312,201934,142135,1339247,2,3,3,2007-09-10,2007,Septembre,2007-09-01
10454,200737,BASSE-NORMANDIE,5,360006,351004,407054,203558,139807,1461429,2,1,1,2007-09-10,2007,Septembre,2007-09-01
10455,200737,BOURGOGNE,0,377107,383123,462949,240525,170187,1633891,2,1,1,2007-09-10,2007,Septembre,2007-09-01
10456,200737,BRETAGNE,11,762853,771058,856770,436130,293477,3120288,3,1,1,2007-09-10,2007,Septembre,2007-09-01
10457,200737,CENTRE,0,611847,618194,703135,351462,242281,2526919,3,2,2,2007-09-10,2007,Septembre,2007-09-01
10458,200737,CHAMPAGNE-ARDENNE,0,333048,342666,376054,173476,114243,1339487,3,1,1,2007-09-10,2007,Septembre,2007-09-01
10459,200737,CORSE,62,63309,73146,85869,47670,29215,299209,0,0,0,2007-09-10,2007,Septembre,2007-09-01
10460,200737,FRANCHE-COMTE,0,289886,296446,319930,154721,97688,1158671,8,8,8,2007-09-10,2007,Septembre,2007-09-01
10461,200737,HAUTE-NORMANDIE,0,474721,469579,504445,225334,142637,1816716,2,1,1,2007-09-10,2007,Septembre,2007-09-01
10462,200737,LANGUEDOC-ROUSSILLON,0,602926,619677,700276,384560,253431,2560870,3,2,2,2007-09-10,2007,Septembre,2007-09-01
10463,200737,LIMOUSIN,0,150192,168079,209677,116521,92532,737001,13,7,7,2007-09-10,2007,Septembre,2007-09-01
10464,200737,LORRAINE,0,568593,611298,666069,304235,189686,2339881,2,1,1,2007-09-10,2007,Septembre,2007-09-01
10465,200737,MIDI-PYRENEES,0,642859,704854,784893,395417,282224,2810247,2,1,1,2007-09-10,2007,Septembre,2007-09-01
10466,200737,NORD-PAS-DE-CALAIS,0,1100332,1094399,1080086,456086,290773,4021676,3,1,1,2007-09-10,2007,Septembre,2007-09-01
10467,200737,PAYS-DE-LA-LOIRE,0,893614,889396,947154,450088,302342,3482594,2,2,2,2007-09-10,2007,Septembre,2007-09-01
10468,200737,PICARDIE,0,503541,493983,533696,227199,141935,1900354,3,2,2,2007-09-10,2007,Septembre,2007-09-01
10469,200737,POITOU-CHARENTES,0,394105,408107,488978,262395,186195,1739780,2,2,2,2007-09-10,2007,Septembre,2007-09-01
10470,200737,PROVENCE-ALPES-COTE-D-AZUR,0,1149206,1183525,1332266,725547,473471,4864015,3,1,1,2007-09-10,2007,Septembre,2007-09-01
10471,200737,ILE-DE-FRANCE,0,3021977,3503295,3138930,1224134,710530,11598866,3,1,1,2007-09-10,2007,Septembre,2007-09-01
10472,200737,RHONE-ALPES,23,1554389,1613469,1644738,773246,480117,6065959,2,1,1,2007-09-10,2007,Septembre,2007-09-01
10473,200736,ALSACE,17,453135,496881,520501,224387,132344,1827248,2,1,1,2007-09-03,2007,Septembre,2007-09-01
10474,200736,AQUITAINE,0,714846,769994,891764,455224,319062,3150890,1,1,1,2007-09-03,2007,Septembre,2007-09-01
10475,200736,AUVERGNE,0,292602,319264,383312,201934,142135,1339247,2,3,3,2007-09-03,2007,Septembre,2007-09-01
10476,200736,BASSE-NORMANDIE,0,360006,351004,407054,203558,139807,1461429,2,1,1,2007-09-03,2007,Septembre,2007-09-01
10477,200736,BOURGOGNE,0,377107,383123,462949,240525,170187,1633891,2,1,1,2007-09-03,2007,Septembre,2007-09-01
10478,200736,BRETAGNE,11,762853,771058,856770,436130,293477,3120288,3,1,1,2007-09-03,2007,Septembre,2007-09-01
10479,200736,CENTRE,0,611847,618194,703135,351462,242281,2526919,3,2,2,2007-09-03,2007,Septembre,2007-09-01
10480,200736,CHAMPAGNE-ARDENNE,0,333048,342666,376054,173476,114243,1339487,3,1,1,2007-09-03,2007,Septembre,2007-09-01
10481,200736,CORSE,0,63309,73146,85869,47670,29215,299209,0,0,0,2007-09-03,2007,Septembre,2007-09-01
10482,200736,FRANCHE-COMTE,0,289886,296446,319930,154721,97688,1158671,8,8,8,2007-09-03,2007,Septembre,2007-09-01
10483,200736,HAUTE-NORMANDIE,0,474721,469579,504445,225334,142637,1816716,2,1,1,2007-09-03,2007,Septembre,2007-09-01
10484,200736,LANGUEDOC-ROUSSILLON,0,602926,619677,700276,384560,253431,2560870,3,2,2,2007-09-03,2007,Septembre,2007-09-01
10485,200736,LIMOUSIN,0,150192,168079,209677,116521,92532,737001,13,7,7,2007-09-03,2007,Septembre,2007-09-01
10486,200736,LORRAINE,0,568593,611298,666069,304235,189686,2339881,2,1,1,2007-09-03,2007,Septembre,2007-09-01
10487,200736,MIDI-PYRENEES,0,642859,704854,784893,395417,282224,2810247,2,1,1,2007-09-03,2007,Septembre,2007-09-01
10488,200736,NORD-PAS-DE-CALAIS,0,1100332,1094399,1080086,456086,290773,4021676,3,1,1,2007-09-03,2007,Septembre,2007-09-01
10489,200736,PAYS-DE-LA-LOIRE,0,893614,889396,947154,450088,302342,3482594,2,2,2,2007-09-03,2007,Septembre,2007-09-01
10490,200736,PICARDIE,0,503541,493983,533696,227199,141935,1900354,3,2,2,2007-09-03,2007,Septembre,2007-09-01
10491,200736,POITOU-CHARENTES,0,394105,408107,488978,262395,186195,1739780,2,2,2,2007-09-03,2007,Septembre,2007-09-01
10492,200736,PROVENCE-ALPES-COTE-D-AZUR,0,1149206,1183525,1332266,725547,473471,4864015,3,1,1,2007-09-03,2007,Septembre,2007-09-01
10493,200736,ILE-DE-FRANCE,1,3021977,3503295,3138930,1224134,710530,11598866,3,1,1,2007-09-03,2007,Septembre,2007-09-01
10494,200736,RHONE-ALPES,0,1554389,1613469,1644738,773246,480117,6065959,2,1,1,2007-09-03,2007,Septembre,2007-09-01
10495,200735,ALSACE,0,453135,496881,520501,224387,132344,1827248,2,1,1,2007-08-27,2007,Août,2007-08-01
10496,200735,AQUITAINE,0,714846,769994,891764,455224,319062,3150890,1,1,1,2007-08-27,2007,Août,2007-08-01
10497,200735,AUVERGNE,0,292602,319264,383312,201934,142135,1339247,2,1,1,2007-08-27,2007,Août,2007-08-01
10498,200735,BASSE-NORMANDIE,6,360006,351004,407054,203558,139807,1461429,3,1,1,2007-08-27,2007,Août,2007-08-01
10499,200735,BOURGOGNE,0,377107,383123,462949,240525,170187,1633891,3,1,1,2007-08-27,2007,Août,2007-08-01
10500,200735,BRETAGNE,2,762853,771058,856770,436130,293477,3120288,1,1,1,2007-08-27,2007,Août,2007-08-01
10501,200735,CENTRE,0,611847,618194,703135,351462,242281,2526919,2,1,1,2007-08-27,2007,Août,2007-08-01
10502,200735,CHAMPAGNE-ARDENNE,0,333048,342666,376054,173476,114243,1339487,1,1,1,2007-08-27,2007,Août,2007-08-01
10503,200735,CORSE,0,63309,73146,85869,47670,29215,299209,0,0,0,2007-08-27,2007,Août,2007-08-01
10504,200735,FRANCHE-COMTE,0,289886,296446,319930,154721,97688,1158671,6,6,6,2007-08-27,2007,Août,2007-08-01
10505,200735,HAUTE-NORMANDIE,0,474721,469579,504445,225334,142637,1816716,3,1,1,2007-08-27,2007,Août,2007-08-01
10506,200735,LANGUEDOC-ROUSSILLON,0,602926,619677,700276,384560,253431,2560870,2,1,1,2007-08-27,2007,Août,2007-08-01
10507,200735,LIMOUSIN,0,150192,168079,209677,116521,92532,737001,10,0,0,2007-08-27,2007,Août,2007-08-01
10508,200735,LORRAINE,0,568593,611298,666069,304235,189686,2339881,3,0,0,2007-08-27,2007,Août,2007-08-01
10509,200735,MIDI-PYRENEES,0,642859,704854,784893,395417,282224,2810247,2,1,1,2007-08-27,2007,Août,2007-08-01
10510,200735,NORD-PAS-DE-CALAIS,0,1100332,1094399,1080086,456086,290773,4021676,2,1,1,2007-08-27,2007,Août,2007-08-01
10511,200735,PAYS-DE-LA-LOIRE,0,893614,889396,947154,450088,302342,3482594,2,1,1,2007-08-27,2007,Août,2007-08-01
10512,200735,PICARDIE,0,503541,493983,533696,227199,141935,1900354,1,2,2,2007-08-27,2007,Août,2007-08-01
10513,200735,POITOU-CHARENTES,0,394105,408107,488978,262395,186195,1739780,1,1,1,2007-08-27,2007,Août,2007-08-01
10514,200735,PROVENCE-ALPES-COTE-D-AZUR,0,1149206,1183525,1332266,725547,473471,4864015,1,0,0,2007-08-27,2007,Août,2007-08-01
10515,200735,ILE-DE-FRANCE,2,3021977,3503295,3138930,1224134,710530,11598866,2,1,1,2007-08-27,2007,Août,2007-08-01
10516,200735,RHONE-ALPES,1,1554389,1613469,1644738,773246,480117,6065959,1,0,0,2007-08-27,2007,Août,2007-08-01
10517,200734,ALSACE,0,453135,496881,520501,224387,132344,1827248,2,1,1,2007-08-20,2007,Août,2007-08-01
10518,200734,AQUITAINE,10,714846,769994,891764,455224,319062,3150890,1,1,1,2007-08-20,2007,Août,2007-08-01
10519,200734,AUVERGNE,0,292602,319264,383312,201934,142135,1339247,2,1,1,2007-08-20,2007,Août,2007-08-01
10520,200734,BASSE-NORMANDIE,10,360006,351004,407054,203558,139807,1461429,3,1,1,2007-08-20,2007,Août,2007-08-01
10521,200734,BOURGOGNE,0,377107,383123,462949,240525,170187,1633891,3,1,1,2007-08-20,2007,Août,2007-08-01
10522,200734,BRETAGNE,10,762853,771058,856770,436130,293477,3120288,1,1,1,2007-08-20,2007,Août,2007-08-01
10523,200734,CENTRE,0,611847,618194,703135,351462,242281,2526919,2,1,1,2007-08-20,2007,Août,2007-08-01
10524,200734,CHAMPAGNE-ARDENNE,0,333048,342666,376054,173476,114243,1339487,1,1,1,2007-08-20,2007,Août,2007-08-01
10525,200734,CORSE,27,63309,73146,85869,47670,29215,299209,0,0,0,2007-08-20,2007,Août,2007-08-01
10526,200734,FRANCHE-COMTE,0,289886,296446,319930,154721,97688,1158671,6,6,6,2007-08-20,2007,Août,2007-08-01
10527,200734,HAUTE-NORMANDIE,0,474721,469579,504445,225334,142637,1816716,3,1,1,2007-08-20,2007,Août,2007-08-01
10528,200734,LANGUEDOC-ROUSSILLON,0,602926,619677,700276,384560,253431,2560870,2,1,1,2007-08-20,2007,Août,2007-08-01
10529,200734,LIMOUSIN,0,150192,168079,209677,116521,92532,737001,10,0,0,2007-08-20,2007,Août,2007-08-01
10530,200734,LORRAINE,0,568593,611298,666069,304235,189686,2339881,3,0,0,2007-08-20,2007,Août,2007-08-01
10531,200734,MIDI-PYRENEES,0,642859,704854,784893,395417,282224,2810247,2,1,1,2007-08-20,2007,Août,2007-08-01
10532,200734,NORD-PAS-DE-CALAIS,0,1100332,1094399,1080086,456086,290773,4021676,2,1,1,2007-08-20,2007,Août,2007-08-01
10533,200734,PAYS-DE-LA-LOIRE,0,893614,889396,947154,450088,302342,3482594,2,1,1,2007-08-20,2007,Août,2007-08-01
10534,200734,PICARDIE,0,503541,493983,533696,227199,141935,1900354,1,2,2,2007-08-20,2007,Août,2007-08-01
10535,200734,POITOU-CHARENTES,0,394105,408107,488978,262395,186195,1739780,1,1,1,2007-08-20,2007,Août,2007-08-01
10536,200734,PROVENCE-ALPES-COTE-D-AZUR,0,1149206,1183525,1332266,725547,473471,4864015,1,0,0,2007-08-20,2007,Août,2007-08-01
10537,200734,ILE-DE-FRANCE,11,3021977,3503295,3138930,1224134,710530,11598866,2,1,1,2007-08-20,2007,Août,2007-08-01
10538,200734,RHONE-ALPES,7,1554389,1613469,1644738,773246,480117,6065959,1,0,0,2007-08-20,2007,Août,2007-08-01
10539,200733,ALSACE,0,453135,496881,520501,224387,132344,1827248,2,1,1,2007-08-13,2007,Août,2007-08-01
10540,200733,AQUITAINE,87,714846,769994,891764,455224,319062,3150890,1,1,1,2007-08-13,2007,Août,2007-08-01
10541,200733,AUVERGNE,0,292602,319264,383312,201934,142135,1339247,2,1,1,2007-08-13,2007,Août,2007-08-01
10542,200733,BASSE-NORMANDIE,0,360006,351004,407054,203558,139807,1461429,3,1,1,2007-08-13,2007,Août,2007-08-01
10543,200733,BOURGOGNE,0,377107,383123,462949,240525,170187,1633891,3,1,1,2007-08-13,2007,Août,2007-08-01
10544,200733,BRETAGNE,4,762853,771058,856770,436130,293477,3120288,1,1,1,2007-08-13,2007,Août,2007-08-01
10545,200733,CENTRE,0,611847,618194,703135,351462,242281,2526919,2,1,1,2007-08-13,2007,Août,2007-08-01
10546,200733,CHAMPAGNE-ARDENNE,0,333048,342666,376054,173476,114243,1339487,1,1,1,2007-08-13,2007,Août,2007-08-01
10547,200733,CORSE,9,63309,73146,85869,47670,29215,299209,0,0,0,2007-08-13,2007,Août,2007-08-01
10548,200733,FRANCHE-COMTE,0,289886,296446,319930,154721,97688,1158671,6,6,6,2007-08-13,2007,Août,2007-08-01
10549,200733,HAUTE-NORMANDIE,0,474721,469579,504445,225334,142637,1816716,3,1,1,2007-08-13,2007,Août,2007-08-01
10550,200733,LANGUEDOC-ROUSSILLON,0,602926,619677,700276,384560,253431,2560870,2,1,1,2007-08-13,2007,Août,2007-08-01
10551,200733,LIMOUSIN,0,150192,168079,209677,116521,92532,737001,10,0,0,2007-08-13,2007,Août,2007-08-01
10552,200733,LORRAINE,0,568593,611298,666069,304235,189686,2339881,3,0,0,2007-08-13,2007,Août,2007-08-01
10553,200733,MIDI-PYRENEES,0,642859,704854,784893,395417,282224,2810247,2,1,1,2007-08-13,2007,Août,2007-08-01
10554,200733,NORD-PAS-DE-CALAIS,0,1100332,1094399,1080086,456086,290773,4021676,2,1,1,2007-08-13,2007,Août,2007-08-01
10555,200733,PAYS-DE-LA-LOIRE,0,893614,889396,947154,450088,302342,3482594,2,1,1,2007-08-13,2007,Août,2007-08-01
10556,200733,PICARDIE,0,503541,493983,533696,227199,141935,1900354,1,2,2,2007-08-13,2007,Août,2007-08-01
10557,200733,POITOU-CHARENTES,0,394105,408107,488978,262395,186195,1739780,1,1,1,2007-08-13,2007,Août,2007-08-01
10558,200733,PROVENCE-ALPES-COTE-D-AZUR,0,1149206,1183525,1332266,725547,473471,4864015,1,0,0,2007-08-13,2007,Août,2007-08-01
10559,200733,ILE-DE-FRANCE,11,3021977,3503295,3138930,1224134,710530,11598866,2,1,1,2007-08-13,2007,Août,2007-08-01
10560,200733,RHONE-ALPES,1,1554389,1613469,1644738,773246,480117,6065959,1,0,0,2007-08-13,2007,Août,2007-08-01
10561,200732,ALSACE,0,453135,496881,520501,224387,132344,1827248,2,1,1,2007-08-06,2007,Août,2007-08-01
10562,200732,AQUITAINE,0,714846,769994,891764,455224,319062,3150890,1,1,1,2007-08-06,2007,Août,2007-08-01
10563,200732,AUVERGNE,0,292602,319264,383312,201934,142135,1339247,2,1,1,2007-08-06,2007,Août,2007-08-01
10564,200732,BASSE-NORMANDIE,0,360006,351004,407054,203558,139807,1461429,3,1,1,2007-08-06,2007,Août,2007-08-01
10565,200732,BOURGOGNE,0,377107,383123,462949,240525,170187,1633891,3,1,1,2007-08-06,2007,Août,2007-08-01
10566,200732,BRETAGNE,0,762853,771058,856770,436130,293477,3120288,1,1,1,2007-08-06,2007,Août,2007-08-01
10567,200732,CENTRE,0,611847,618194,703135,351462,242281,2526919,2,1,1,2007-08-06,2007,Août,2007-08-01
10568,200732,CHAMPAGNE-ARDENNE,0,333048,342666,376054,173476,114243,1339487,1,1,1,2007-08-06,2007,Août,2007-08-01
10569,200732,CORSE,0,63309,73146,85869,47670,29215,299209,0,0,0,2007-08-06,2007,Août,2007-08-01
10570,200732,FRANCHE-COMTE,0,289886,296446,319930,154721,97688,1158671,6,6,6,2007-08-06,2007,Août,2007-08-01
10571,200732,HAUTE-NORMANDIE,0,474721,469579,504445,225334,142637,1816716,3,1,1,2007-08-06,2007,Août,2007-08-01
10572,200732,LANGUEDOC-ROUSSILLON,0,602926,619677,700276,384560,253431,2560870,2,1,1,2007-08-06,2007,Août,2007-08-01
10573,200732,LIMOUSIN,0,150192,168079,209677,116521,92532,737001,10,0,0,2007-08-06,2007,Août,2007-08-01
10574,200732,LORRAINE,0,568593,611298,666069,304235,189686,2339881,3,0,0,2007-08-06,2007,Août,2007-08-01
